,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
cybfon,0.034256544,0.040759873,-0.01565095,-0.03569684,0.049550686,5.5372715e-05,-0.029880894,-0.008549761,-0.028427923,0.017330859,0.0029184446,-0.044468593,-0.012954652,0.020270873,0.016423885,0.006159723,0.0037577264,0.044144977,0.004876949,0.009070076,-0.010545623,0.027327452,0.039115135,-0.03322722,-0.034237184,0.009343125,-0.04105394,0.013107445,0.022366334,-0.036488615,0.040976476,0.03261688
junox,-0.013031889,-0.020293737,0.019141924,0.010801077,0.04281218,0.0006126873,0.005881656,-0.043992948,-0.028617704,-0.040934063,0.031649087,-0.003976822,0.014700498,-0.03436296,0.044954125,0.023343612,-0.02711773,-0.0038145408,-0.005798973,-0.008574951,-0.018267453,-0.047431577,-0.049824785,-0.025007237,0.0021637194,0.0013824813,-0.01715064,0.016799536,-0.014788903,-0.020491337,-0.0376701,0.0140608065
floxan,-0.011869155,-0.036475338,0.029294614,-0.045151807,0.0011072531,-0.015674375,0.043592367,-0.02223196,0.01733638,0.0017910488,-0.022081185,0.04447155,-0.019874334,-0.020284606,-0.005166959,0.025463033,0.0323014,-0.036532722,-0.0022643693,0.047334258,0.018260982,0.027574886,0.013794903,-0.030300153,-0.013585925,-0.03753494,-0.008332957,-0.003481675,0.0004201904,0.038043033,0.035819497,0.009276997
cbbron,0.031526025,0.028551303,0.005716435,-0.0035219789,0.02105416,0.022523556,0.018660832,-0.049657848,0.035678808,0.025318872,-0.032330275,-0.013000786,0.0071697123,-0.048134197,0.03479809,-0.018684912,0.026216064,-0.024127757,0.0071799755,-0.010437738,-0.0242931,-0.0321758,-0.028826345,-0.03762921,-0.037634037,-0.021420514,-0.0051320083,0.005359791,0.03130683,0.031537924,-0.024982585,-0.029112602
hechan,-0.036139667,-0.020037008,0.024285983,-0.04959482,-0.048346985,-0.028765786,0.008719277,-0.049342263,-0.013396762,-0.0042949803,-0.027644848,-0.006313704,-0.044775974,-0.006950833,-0.010503136,-0.021968806,0.009234704,0.025932934,0.010666944,0.03546563,-0.032754973,-0.03258586,0.02287842,-0.04774648,0.044231746,-0.015009783,0.042577635,-0.040901136,-0.007739581,0.005070843,-0.027243137,-0.003817536
luvgum,-0.02805084,0.03961051,0.04574119,0.021513272,0.043830726,-0.03376869,0.03955299,0.014628042,-0.040233087,-0.013318289,-0.013423048,-0.0039218552,0.018362287,0.0326566,-0.0023686998,-0.038434636,-0.041102074,-0.03845049,-0.0022840872,0.008831561,-0.014590155,-0.031973828,-0.040744256,0.039216887,-0.04539628,0.025080752,-0.0127443895,-0.03789817,0.03342456,0.04558451,0.02619363,-0.03813287
angstox,0.037928045,0.026763832,-0.06584245,0.035729777,0.0072916634,0.0040687695,0.012109507,0.020607915,0.000515379,0.011287034,0.03418832,0.028824639,-0.023116613,0.0039811507,0.017550517,0.014095996,0.024323288,-0.03490001,-0.028701497,0.0067295805,0.029395971,-0.018335234,-0.019718612,-0.04750607,-0.031997703,-0.01951455,-0.039928187,-0.046492245,0.009775531,0.022447933,-0.02958442,0.0048356056
angsqix,0.046287403,0.030291976,-0.07890525,-2.4747103e-05,0.041201066,0.017381158,0.028135512,0.027759645,0.001988124,0.012047995,0.007544756,-0.04603566,0.0036832578,0.031554174,0.018210422,0.034334425,-0.015681088,-0.01825881,-0.0048661605,-0.046887815,-0.041749515,0.034680847,0.03455383,-0.017118968,0.037040327,-0.004496075,-0.039083622,0.0070726983,0.049302075,0.009778392,-0.029006148,-0.031812467
febulax,-0.004443623,0.015169326,-0.01785915,0.015856411,-0.038799606,-0.043956485,0.00909058,-0.0019477829,0.024109785,0.009826206,-0.025898064,0.0059754625,0.04927734,-0.012512229,0.0063966885,-0.022046804,0.04466388,0.021774147,-0.01159073,-0.007975914,-0.01406882,-0.013389945,0.024119247,-0.009239793,-0.03434261,0.03467523,-0.028088594,-0.032488275,0.040242266,0.025803749,-0.04893254,-0.014066614
jlyzor,-0.045444738,0.019096617,-0.022334112,-0.037667155,0.019374344,0.019143272,-0.0116215125,-0.0008939393,0.012776289,-0.010636769,0.017422054,0.03132261,0.036603477,-0.04716883,0.023114469,0.023794819,-0.011013269,-0.0011791587,0.04348624,-0.04087832,-0.015680682,-0.0009755604,0.025016967,0.008758951,0.010568261,0.047721747,0.01649319,-0.021034801,-0.016420484,0.007516086,0.04829173,-0.028495705
disgue,-0.03425448,-0.041440345,-0.015086032,-0.018770313,-0.0040203333,-0.036344886,-0.011358522,0.010824133,-0.017089464,-0.04912429,0.010966681,0.04046147,0.008156039,-0.03612957,-0.031993404,0.0031924471,0.0118502155,-0.049426652,-0.0020664558,-0.020807385,0.0025283694,-0.035456825,0.0059917197,0.0030595288,-0.027641272,-0.022569967,-0.009547066,0.043030668,0.020359289,0.049401868,0.04765642,0.045704987
cywrex,-0.046932854,0.0240595,-0.04996816,0.027955774,-0.03637477,-0.016525697,-0.01708131,-0.033246435,0.012032498,0.034524474,-0.031177713,0.04927701,0.02726375,0.045383822,-0.006754983,-0.033579707,0.020014632,0.00968089,0.028062593,0.04768839,0.028761614,-0.0039039254,0.019818094,0.0096043125,0.04219253,0.0011348836,0.044771742,0.04793742,0.03828353,0.009088695,-0.020202601,0.029718224
gleea,-0.032907892,-0.036067247,-0.029564822,0.04163834,0.030657243,0.040984,0.04235406,-0.022252155,-0.034383237,-0.023259426,-0.0041787997,0.042975914,-0.032161273,-0.034471165,-0.007535506,0.04724249,0.016740683,0.004106663,-0.006690122,-0.047001492,-0.025508035,0.034480717,-0.03739532,0.027157698,0.044791784,0.0011411533,-0.0150068775,0.0429178,0.0358547,0.03568336,-0.044120945,0.034331862
sagav,-0.02057202,0.021974217,0.026506353,0.019935776,-5.2563846e-06,-0.03921467,0.044728126,0.00828024,-0.04548813,-0.04209249,0.02105553,-0.044116415,-0.01046617,-0.025091816,-0.04262332,0.002554845,-0.027745618,-0.002277065,-0.004983723,-0.028134406,-0.044210352,-0.02217332,0.035488892,-0.024739994,-0.018632866,-0.0018997788,-0.0068130493,0.041609917,0.04075625,-0.031428743,0.046509985,0.042141113
corp,0.009645987,0.026194941,-0.013034355,-0.029984487,-0.01737231,0.0020945296,0.012383305,-0.017676461,-0.02153436,0.04916474,0.023279693,0.007819377,-0.037625324,-0.008916058,-0.040016007,0.037719,-0.003869582,-0.03125869,-0.021723736,-0.03284656,-0.044535436,-0.034027327,0.037400115,-0.010665655,-0.029579043,0.004021477,-0.04139769,0.03953867,-0.025146985,-0.008415185,-0.018841768,0.027402166
mormax,0.022847783,-0.03195961,-0.010255098,0.028856132,0.0033714399,-0.03588015,-0.036605787,-0.008434702,-0.028912533,-0.03916608,0.038200144,-0.002541341,0.032774296,-0.037031483,-0.02711091,0.02087624,-0.010057855,-0.0028348193,0.02964994,-0.01695491,-0.012595046,-0.011550438,0.035235893,0.02365226,0.013348985,0.017987099,0.02326003,-0.016873263,0.002312459,0.00773523,0.025101852,-0.04413736
eegax,-0.0108425245,-0.0043410882,-0.04927981,0.023327637,-0.015657257,-0.020215917,0.039814796,0.037585687,0.02449831,-0.0020446666,0.011908054,0.034500334,0.013715971,0.00539881,0.0028639436,0.004842449,-0.01509124,-0.045508385,0.018461991,-0.021945512,-0.014761351,0.020998154,-0.037056733,0.0037143603,-0.0048046,0.01577625,-0.016287554,0.003314674,0.045342732,0.008476771,0.017720643,-0.02008146
quantay,0.016045261,-0.0064998865,-0.03706492,-0.039402403,0.018014137,-0.04975916,-0.034793973,0.035561804,0.040405404,-0.010281503,0.030613076,-0.015993752,0.042566422,-0.00070505217,0.03615803,0.0031401403,-0.011888526,-0.034623038,-0.010945715,0.04887649,0.024326112,-0.030922974,0.039836194,-0.02286532,0.00774014,0.028339002,0.015664186,0.0077110752,-0.043382656,0.0063484088,-0.021899212,-0.049802948
nanozod,0.016171847,0.0123418085,-0.04345833,0.0134050585,-0.029783536,-0.0063491836,-0.047448255,0.000221394,-0.029349362,-0.046847235,0.04354458,-0.049118377,0.026886288,0.0023407936,0.04766229,0.0146822445,-0.037392795,0.012929905,0.035163175,-0.04764968,-0.0016423091,3.4023076e-05,-0.031336594,-0.038757525,-0.024748147,0.031141866,0.03209359,-0.028012311,-0.0053299293,0.0032933727,-0.022708405,0.048612747
zephyr,-0.03761045,-0.010743152,0.030409459,-0.026227713,-0.04367424,-0.014165759,0.02726293,-0.041104842,0.025183383,0.019043807,0.012743678,0.03826392,-0.018532969,-0.04927206,-0.017799545,0.022932243,0.03163327,0.014920358,-0.01992023,-0.039527453,-0.02007916,-0.029591216,0.042516235,0.024877656,0.010879435,-0.034003068,0.0012948625,-0.048945844,-0.037088014,0.008914959,0.013715398,-0.0052259564
annstix,-0.0052153342,-0.0025439633,0.08395462,0.023981582,-0.039293386,0.0035991557,-0.0039858334,-0.046780348,0.025764119,-0.04711634,0.0041542873,0.047512602,-0.01626116,-0.03350816,0.0496828,-0.039548565,0.048060846,0.046580445,0.021567654,0.039637353,0.046427157,0.012943339,-0.00045713037,0.031752635,-0.032157853,-0.032444824,-0.045294143,0.04640046,-0.004807554,0.045858655,0.0024132729,-0.03622389
sagaq,0.04740716,-0.04912926,-0.024515593,0.00089008734,0.01857591,0.015731666,-0.01305132,0.007546641,-0.022656096,0.042041864,0.025855009,0.04190394,0.017741952,-0.03382981,0.0051645264,-0.026471233,0.047375504,0.009923745,-0.033456206,-0.007952072,-0.026642907,-0.049515843,-0.0401595,-0.0009766705,-0.043029275,0.019382272,0.042066727,0.028904583,-0.013768982,-0.013202824,-0.023260701,-0.0070926063
lunrx,-0.0014451742,-0.012005579,0.032988075,0.044710826,-0.042839017,0.025893416,0.032548275,0.0119432695,-0.01881851,0.026025962,0.0048204064,0.012567233,0.01916835,0.00017433241,-0.03231372,0.0047535673,-0.047385514,0.0411559,-0.044580664,0.040624287,-0.043244362,0.03739501,0.010736026,-0.02312516,0.018974487,0.043037143,0.04946177,-0.03750149,0.03533763,-0.03964611,-0.013813756,-0.035368703
codeu,-0.025734246,-0.0288875,-0.046864714,-0.0073265433,-0.03565961,-0.026431346,0.03964888,-0.048411347,0.016914103,-0.008936845,0.026739027,-0.009994529,-0.0061215386,-0.01391232,-0.009571958,0.024172429,-0.032418452,0.032261077,-0.046146836,0.030270938,0.009598695,-0.042616963,-0.0037776008,0.018198062,0.04564229,-0.02641282,-0.0094409585,-0.031674936,-0.02402134,-0.04274192,-0.013836909,-0.0015595555
techip,0.048153017,-0.016062867,-0.027333355,0.0039179698,0.02216902,0.033602323,-0.009829987,0.01432791,0.009265326,-0.0024285913,0.04052725,-0.02337054,-0.027105987,0.042863596,0.047262672,-0.042007077,0.037335042,0.047961894,0.030675244,0.024329875,-0.012398541,-0.0031094067,0.042086396,0.036728133,0.012743238,0.016500782,-0.02081697,-0.0113087185,0.010540985,-0.01487397,0.021382775,-0.0039454103
puxsar,0.033693258,-0.025830794,-0.0201396,-0.02138759,-0.0425702,-0.039639246,-0.03346707,0.008930456,0.045931313,-0.029210364,0.02997483,-0.029046787,0.034500185,-0.023774434,0.04037391,-0.019131755,-0.0013894923,0.039014194,-0.031606067,-0.018414557,0.02476621,-0.031159401,0.043705355,0.016188528,-0.013322912,-0.01835822,-0.00083975866,-0.00625626,-0.024720717,0.048484195,0.0046671145,-0.0053059943
nebulax,0.015207563,0.02123798,-0.00010962412,0.021801297,-0.010469355,0.030907381,-0.035249792,-0.04007622,-0.0052045807,0.03438909,-0.043810416,0.047475938,0.010730077,0.02404603,0.0076579936,-0.017649114,0.03873129,-0.03405901,0.04145858,-0.044216838,-0.036430024,0.003944874,0.04888058,0.048729982,0.014947366,0.019200508,-0.03723198,0.004915368,0.037929837,0.012299847,0.047070887,0.039646637
cosex,-0.014670514,0.027834784,-0.014010526,0.03904057,-0.03692516,0.012326587,-0.03755281,0.04681473,-0.0007477179,0.00017713383,0.044698324,-0.03805094,-0.047827255,-0.035052598,-0.0014734752,-0.04529301,0.034334097,-0.009919882,0.020801578,-0.047324598,-0.027497603,-0.003921259,0.033431362,0.013520863,0.0046077482,0.027201835,0.032915164,0.0038494691,-0.020212948,0.03828639,0.0064751618,0.020364191
ragbx,-0.0031071529,-0.047382247,0.0038483366,0.0013328418,-0.033915058,0.022301007,-0.012641586,0.049736705,-0.008398689,0.018741217,-0.031990625,-0.024151469,0.042597566,-0.023961807,0.015697394,0.032842662,0.030932311,-0.026944567,-0.045466352,-0.008643854,-0.028266931,-0.034860063,0.010591544,0.04329473,-0.011209834,-0.017886616,-0.017418146,-0.01761068,0.030030701,0.026508976,0.013668839,-0.049970355
jxcitar,0.049025927,-0.011303961,0.0492612,0.011177648,0.014097262,-0.031487443,-0.011830308,-0.031611398,-0.042847227,-0.0134865865,0.027964626,0.017448846,0.013229262,-0.044385877,0.025472235,0.011052169,-0.0059065707,-0.0009817109,-0.0383211,-0.0388317,-0.03897381,-0.027400482,-0.024602568,-0.04521183,-0.029584026,-0.038451634,-0.031716608,-0.008565653,-0.032930173,-0.019350875,0.04077972,-0.004030727
pollex,0.0064763054,0.0030374415,-0.0019859076,-0.049908545,-0.0075661913,-0.027616048,0.004351057,-0.0037253983,-0.026788402,0.012426354,0.01014154,-0.021776354,-0.031577922,0.021288756,-0.026674557,0.035723414,0.025370505,0.017785382,0.031477455,0.04330535,-0.013587892,0.040930998,-0.047731757,-0.006265402,0.046802316,0.012480579,0.016928706,-0.028578103,0.0043912753,0.034204636,-0.0134929195,-0.044524442
biompr,-0.06565052,0.0037099184,0.05687163,0.045058098,-0.0065634027,-0.029237999,0.0008383021,0.017529633,0.040166605,-0.047046293,-0.048553016,-0.0012727156,-0.040542446,-0.028331673,-0.013440549,-0.035595953,0.023158323,0.042093698,-0.014167152,0.030448947,0.041534852,-0.028484285,0.010194026,0.0048681274,0.03225149,-0.03918215,0.038464997,0.019082222,0.01548003,-0.04447868,0.035132755,-0.014722217
mythxx,0.022452448,0.0054671653,0.018634487,-0.04479436,-0.049345184,-0.020309174,-0.032241844,-0.01797495,-0.034343317,-0.01950531,-0.013765715,-0.035046495,-0.0090962425,0.039785277,-0.045263138,0.012368333,0.0451913,0.04140153,-0.016860377,-0.043417703,0.014566492,-0.005345095,0.03932668,0.017834906,-0.003989972,0.04100496,-0.006392278,0.04046395,-0.004344307,0.018488955,-0.019414186,0.013006393
jpyzor,-0.04873524,0.027452316,0.00024233013,-0.022697354,0.027577046,0.045823168,-0.022205044,-0.013381112,-0.006539941,-0.034635257,0.0083312765,-0.016662408,-0.010709535,-0.026444066,0.0029704943,0.04417285,-0.035065223,0.0035142303,0.013304699,0.021683183,-0.038057853,-0.03335917,0.041660096,-0.049020197,-0.0024371743,0.012282681,0.009964418,-0.018653251,-0.043818224,-0.040206216,0.027551297,0.036214266
beastij,0.025257118,0.015245472,-0.020428468,-0.009643041,0.029816773,0.031618837,-0.04598595,-0.003522765,0.0027051568,-0.008936465,-0.030516434,0.010724783,-0.0069097057,0.0004242435,0.020782862,0.036797535,-0.012503456,0.005589653,0.03850578,-0.014185451,-0.03797748,-0.002807688,-0.026885485,0.022477064,0.021937061,-0.010052346,0.007858086,-0.023500359,0.028824877,-0.008548081,-0.017468989,-0.04825306
terram,0.037359957,-0.03096732,0.0030314438,-0.046676576,0.017194357,0.009511899,-0.021870375,-0.023394763,0.04433999,-0.024912512,-0.016532123,0.0048981197,0.03375609,0.0015459545,-0.04237435,0.031641636,0.008973133,0.02909496,-0.046625745,-0.0024683475,-0.020554185,0.017918382,0.0064955354,0.0002537258,-0.009292103,-0.027803803,-0.040701617,-0.021484554,-0.02314793,-0.0064986236,0.039869893,0.03662901
hosmix,-0.03219955,-0.048339546,0.013237547,-0.019900978,0.0431224,-0.024497641,-0.029041981,0.0071477517,-0.043652143,-0.027800167,0.023136351,0.018216256,-0.0097215995,0.0021226518,0.011414122,-0.0380311,0.043820653,0.04032178,-0.017850399,-0.044142403,-0.0004067421,0.012869049,-0.028931761,-0.0481908,0.048454117,-0.028177965,-0.035597168,-0.0134996995,0.03498623,-0.022882832,-0.021302272,-0.038248815
celejtar,0.00753019,0.027898323,-0.046700716,-0.0057649724,-0.0056027286,0.041876625,-0.002708841,-0.035906196,0.022700775,0.02396698,-0.03415971,-0.028994549,-0.031188369,-0.043409992,0.030067686,0.029565308,-0.029846465,-0.028338982,0.04351281,0.029997397,0.037004862,-0.024364067,0.016678456,0.025227431,0.0027103424,-0.02908479,-0.03806919,0.0067015067,0.04909787,0.005856894,-0.019157363,-0.0029606111
tobonix,0.032818746,-0.026185323,0.009191085,-0.042173706,0.043142345,-0.0062762126,0.047518518,0.033695366,-0.0017119162,-0.01302135,-0.01827053,-0.01118543,-0.006600272,0.0049805865,-0.037785567,0.019650701,-0.02392074,-0.032301772,-0.042432427,0.001455605,-0.0020435676,-0.04577967,0.048665117,0.006596051,0.0012791641,-0.013301052,-0.037299525,0.03833394,-0.03654473,-0.041947853,-0.0041917674,-0.0406901
nydpha,-0.008397292,-0.010400306,0.036235515,-0.0091764815,-0.03554312,0.016957019,-0.016506363,0.008356132,0.016950238,0.036526654,0.020367753,-0.010604642,0.024385039,0.043167677,-0.040079616,0.022395637,-0.032329217,0.034973014,-0.012440693,0.0044719353,0.02080417,-0.04549867,-0.017831944,0.00015969202,-0.038540363,-0.04891776,-0.023083424,-0.0051642433,-0.043389227,-0.048979748,0.016104374,0.03220396
pulsar,0.046894517,-0.04992297,0.031461243,0.02548403,-0.014173806,-0.021265555,0.046774056,-0.04728229,-0.027091062,0.038857315,-0.0033000596,-0.0023332015,0.0043353327,-0.041924346,0.030824553,0.04930297,0.008617856,-0.037421,0.043032292,-0.02879299,0.0023185126,-0.04555291,0.025888715,0.027928378,-0.011245143,-0.019285833,-0.040582765,0.035275426,-0.036799528,0.008935489,-0.022826958,-0.019456387
novgx,0.04178897,0.044180524,-0.020806028,-0.018306028,0.01748893,-0.030004406,-0.040018868,0.048031103,-0.0044362918,-0.039389074,-0.009300064,-0.021541107,-0.00692489,-0.045135655,0.0046675317,0.037412893,0.041697945,0.036807906,-0.028877486,0.044474516,0.003676571,0.026991699,-0.0049780607,-0.014131058,0.04384022,-0.040631272,-0.016314697,0.048790026,-0.0068253987,0.017408703,0.03405389,0.03048705
digitrtn,-0.043539774,-0.0015076622,0.034651127,0.03772274,0.036069203,0.049500134,-0.029895877,0.011932671,-0.02016802,0.03551824,0.028683607,0.0052084923,0.0112479925,0.021154229,-0.04806007,0.042913202,-0.024025405,0.031542186,-0.0056864843,0.011631332,0.014039669,-0.048010875,0.012603473,-0.035886623,0.041954327,-0.04318242,-0.009537242,0.033686604,0.04829817,0.0482541,-0.023002792,0.038106848
lunox,0.045871582,0.029956844,-0.042445507,-0.031873383,-0.02211882,-0.0019282214,-0.02809136,-0.034790505,0.020863388,0.0034391396,0.022214916,-0.018794417,0.022820655,-8.2194805e-05,-0.025647033,-0.018055558,-0.01412046,-0.04665002,0.048061002,-0.021570146,-0.03835305,-0.0122260675,0.010911204,0.049728904,-0.0031654723,0.049870435,0.012425948,-0.029585076,0.027682487,0.03437281,0.011774398,-0.03977412
cofmix,-0.028369177,0.015301172,-0.04606538,-0.016100932,-0.0387599,0.0020820722,0.0058310255,-0.029313518,0.042019,0.003878463,0.025288176,-0.016673662,-0.037696697,0.03303131,-0.034971464,0.023418177,-0.01705246,0.04069126,0.018768538,-0.031237876,-0.00233699,-0.037199415,0.0458535,0.024890553,0.02651329,-0.017493881,-0.0036994927,0.042088997,-0.0012728944,0.042366993,-0.018388234,0.027877044
quaztaz,0.04262794,-0.006585788,-0.044525385,0.02870344,0.022632424,-0.035038687,0.004160572,-0.018901134,-0.029670596,0.010417819,0.009305917,-0.010509051,-0.03290533,0.030669462,0.03225093,-0.018630005,-0.026315188,0.04950359,0.009959687,-0.029554069,0.020131994,0.04982913,0.019801091,-0.011495985,-0.011578143,-0.014706302,0.026979033,0.005291663,-0.011208378,-0.019592429,0.008204244,0.040749636
euphorsx,0.044039275,0.014177289,0.008456565,-0.011638045,0.011703037,-0.036758255,-0.018882705,-0.009761799,-0.016910575,-0.009317435,-0.023049844,0.048782792,-0.011627734,-0.0036858693,-0.038249206,-0.0022869594,-0.022780431,0.034726087,0.036629643,0.01122582,-0.029568076,-0.023365414,0.03111789,0.015563402,-0.02177596,-0.0037636869,0.03820915,-0.012639213,-0.02784952,-0.010764398,-0.028547013,0.0015463233
ulapoz,-0.04341593,0.02974185,-0.02928784,0.04433197,-0.015141845,-0.045439985,0.020671342,-0.028250469,0.016106714,0.027407777,-0.048264135,-0.008913338,-0.029253293,-0.025208462,-0.037974548,-0.023452139,0.022360984,-0.04467691,-0.037461817,-0.045090806,-0.030238403,0.030303251,0.012191486,-0.010483921,-0.025019122,-0.0002477169,0.028525855,0.04869837,0.03225516,0.013641302,-0.008364759,0.0077909604
lorix,-0.0008476861,0.007548131,-0.0029602759,0.02205943,0.035825755,0.034594584,0.047620106,-0.0087759495,-0.043846466,0.015461061,-0.020940686,0.035950128,0.008567609,-0.012151193,0.029552136,-0.023440659,-0.0015838966,-0.04170072,0.011885621,-0.0028750524,0.0489151,0.02306417,0.031426225,-0.043076005,0.016560975,0.019032922,0.045515407,-0.02276802,-0.0039222725,0.034888532,0.0089368,-0.018625893
terrrm,-0.003821589,-0.014337372,0.042260278,0.0077546127,0.023946133,0.03381368,-0.03610319,0.018744577,-0.035183787,0.042672146,0.0234412,-0.032169748,0.030752588,0.0063534603,0.0065362826,-0.026196277,0.004930556,-0.025788724,-0.020613683,0.02889159,0.022634055,0.031574097,0.007946026,-0.012014974,-0.0019907244,0.010598708,0.04971559,-0.033043195,-0.014130522,0.0007035844,0.0014528744,0.034692112
acon,-0.079324126,-0.06646749,0.016038366,0.037440967,0.046193946,0.009594798,0.006046772,0.04353254,-0.04700903,0.011109449,-0.028159572,0.009805739,-0.014001094,-0.047426928,-0.03255105,0.0279168,0.018508982,-0.004907619,0.02769902,0.041978184,-0.049578525,0.03947481,0.010546148,-0.017948568,-0.049175847,0.007584192,-0.028650928,-0.035494376,0.031572107,0.0009783879,-0.019348431,-0.046546794
oxbitaz,0.012761641,0.047833826,0.025333975,0.042786334,-0.0064640157,0.013402764,-0.0062115565,-0.028989542,0.006592024,-0.034236766,-0.049063504,0.027830746,-0.0053780563,-0.029581118,-0.048970677,0.014788214,-0.032528806,0.018254105,-0.042799663,0.035686303,0.0064458363,0.032279644,0.02455261,0.021243285,-0.028811907,-0.026735652,-0.0039592013,-0.008184791,0.034014944,0.001301311,-0.029570485,-0.021188844
solarrx,0.040009905,0.009524811,0.011046432,-0.011648022,-0.041169606,0.0075654164,-0.034255862,0.013529051,-0.038449693,0.012573909,-0.011704646,0.013100315,-0.01731056,0.023526851,3.1888485e-05,-0.018370531,0.03346658,-0.010402381,0.015308026,-0.03517934,-0.011943199,-0.024897564,0.042990398,0.03163557,0.013796721,0.046447996,0.028581228,-0.016458094,0.04749037,-0.01990862,-0.009988405,0.03964415
floraj,0.032017518,0.000513684,0.045216504,0.016632546,-0.009383272,0.014940012,0.030715097,0.044572424,-0.038350366,-0.023552442,0.049170364,-0.019080698,0.030378629,-0.016486526,0.033645835,-0.0093359575,-0.025879717,0.049810056,-0.042757463,-0.042565193,-0.010776985,0.00520904,0.008602895,-0.02993542,-0.034025252,0.03219546,-0.018537343,0.0053907745,0.047684226,-0.03926276,-0.014530577,-0.018364608
dmakos,7.017702e-05,0.0028197393,0.02020574,-0.023444926,0.00810479,0.0436613,0.0197297,0.00231098,0.00023468584,0.031531546,0.031839956,0.012578238,0.016213026,-0.0018144473,0.030738141,0.011987459,0.04598261,-0.049384903,0.012352228,0.04573765,-0.03225024,0.011539854,0.028923582,0.0072024576,-0.003477741,0.0021695867,0.0175643,-0.0013429523,0.041479204,0.03807703,-0.0066791996,-0.037006248
dajax,-0.046653427,-0.031653084,0.002678059,0.00064311177,0.0019018278,0.003271319,0.038823415,-0.033761643,0.023401346,0.04015184,0.0099932775,-0.046445668,-0.03298968,0.02123506,0.047654595,0.011463106,0.02425399,-0.01572162,0.04429877,0.03756586,0.0049454086,-0.034018457,-0.009688269,0.012082171,-0.03693589,-0.04419143,0.0012566075,0.0017156377,-0.02970071,-0.04246552,0.0056270137,-0.047856845
eythox,0.039296035,-0.0035670027,0.0025700815,0.019582976,-0.022191692,-0.014965367,0.01783422,0.03642798,0.018361155,0.047143888,0.045062613,-0.026452577,-0.0012982003,-0.024264479,0.039308477,0.049316335,0.0070354715,0.0058561675,0.026186418,0.045106065,-0.00957818,-0.007712625,-0.0442619,0.035596695,-0.02677734,0.016937885,-0.011521708,-0.021663917,-0.02271824,0.037396315,-0.0419173,-0.01142757
novara,-0.03264177,-0.021972597,0.040193226,-0.010693084,-0.024833834,0.035393838,0.014918957,-0.03634287,0.037986707,-0.044518985,0.024837565,-0.013873078,0.015771199,0.023189042,0.010873161,-0.01828599,0.014282111,0.001362823,0.00526892,0.007231187,-0.017570317,-0.03259232,-0.003404189,-0.013726234,0.04596654,-0.040987182,-0.016089033,0.005118586,0.037305508,0.019024584,0.016680133,-0.008824885
djonix,-0.019800758,0.009188212,0.023956563,0.008217312,0.02557448,-0.04568119,-0.02887317,0.043525826,0.0483475,-0.0031708255,0.04716197,0.012329005,-0.048732974,-0.007176779,-0.043554056,-0.02307421,0.03358647,-0.03264886,-0.019419003,-0.025953555,0.035508003,0.0068263784,0.024538744,-0.0039597973,0.03945991,-0.009159576,-0.016595721,-0.034600783,0.004181899,-0.044272494,0.018275488,-0.02203009
gaisx,-0.046849143,-0.010679971,-0.043543924,0.0136691965,-0.016425002,0.0035504699,0.010819115,-0.04733888,0.026440788,-0.01751398,0.015859928,0.0194945,-0.036972582,0.029560175,-0.042543054,-0.0061256066,0.008429956,0.035214912,-0.03308604,-0.040783238,0.040653337,0.012951028,-0.031419814,-0.023782372,-0.022852767,0.030394468,0.006746508,-0.0039872527,-0.0052570216,-0.034167707,-0.030214775,0.03336725
mechan,-0.04421531,-0.041188885,-0.010409664,-0.044945884,0.027302358,0.023831401,0.021611784,-0.0041525364,0.03217149,-0.0073289983,0.039897386,-0.028318657,0.048709486,-0.02889279,0.030461382,0.016496446,0.032877613,0.0043417215,-0.04434855,0.049186353,0.017003324,0.04113752,0.048267674,0.004794143,0.0018385537,0.031383704,-0.013581358,0.00573238,0.008529544,-0.022973001,0.021892358,0.040614966
nibulax,0.02305336,0.03311226,0.022916462,0.012298692,-0.03409548,-0.024675632,-0.016895972,-0.0009316094,-0.015057754,-0.048973527,-0.038212024,0.044549417,-0.0010624416,0.017045904,-0.0038900375,0.015860345,0.02682631,-0.02406515,-0.006727636,0.01400179,0.016651776,0.028533425,0.026545953,-0.04532839,0.03641403,0.0016746521,-0.009816371,0.008916199,0.027522992,-0.003911685,0.01987696,0.012745749
wanpz,0.008102726,-0.04432826,0.008318078,-0.031676963,-0.0073478594,0.012324415,-0.0141809955,0.02197266,0.043272804,-0.00040083006,-0.013371624,-0.033559848,-0.039274465,0.043676328,-0.020508755,-0.04658563,0.048195112,0.049001087,0.043863658,-0.022827184,-0.03966521,-0.024474073,0.009078361,0.027329195,-0.011729371,0.030126382,-0.043642618,0.00727104,-0.04291078,0.0445269,0.023897234,0.00486511
cyclopix,0.0024136417,0.01733419,0.0063691735,-0.035770345,-0.0011726841,0.04314294,-0.011040114,-0.001944147,-0.027441097,0.029422808,0.012426674,0.041281167,-0.0131719485,0.031446766,0.026906196,-0.02810563,0.0050603524,0.024180401,0.021866176,-0.02788179,0.049061093,0.027346138,0.041363467,-0.018315662,-0.02774303,0.020614717,-0.03760309,-0.00961262,0.025943164,-0.036559068,-0.032710515,-0.03682847
